processed,who_id,dataset,prop_id,keep,duplicate_record_id,who_region,country_territory_area,iso,iso_3166_1_numeric,admin_level,area_covered,prov_category,prov_subcategory,prov_measure,who_code,who_category,who_subcategory,who_measure,comments,date_start,measure_stage,prev_measure_number,following_measure_number,date_end,reason_ended,targeted,enforcement,non_compliance_penalty,value_usd,percent_interest,date_entry,link,link_live,link_eng,source,source_type,alt_link,alt_link_live,alt_link_eng,source_alt,queries_comments
,JH_HIT_E3mDE8,JH_HIT,3487_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:11:09,,,,https://www.dropbox.com/s/fy939dronerq5dz/3487_school_closed.zip?dl=1,,,,,"https://twitter.com/Jarrell_ISD/status/1239632923294392321 

https://www.kvue.com/article/news/health/coronavirus/central-texas-schools-coronavirus-closed-austin-area/269-4c6be6c5-b3d2-462f-b304-e5eae9d1f6ec 

https://www.grangerisd.net/475817_3 

https://www.hipponation.org/cms/lib/TX02215449/Centricity/ModuleInstance/22673/Closure%20letter%20from%20Superintendent.pdf",
,JH_HIT_sUnyv9,JH_HIT,3487_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:11:09,,,,https://www.dropbox.com/s/fy939dronerq5dz/3487_school_closed.zip?dl=1,,,,,"https://twitter.com/Jarrell_ISD/status/1239632923294392321 

https://www.kvue.com/article/news/health/coronavirus/central-texas-schools-coronavirus-closed-austin-area/269-4c6be6c5-b3d2-462f-b304-e5eae9d1f6ec 

https://www.grangerisd.net/475817_3 

https://www.hipponation.org/cms/lib/TX02215449/Centricity/ModuleInstance/22673/Closure%20letter%20from%20Superintendent.pdf",
,JH_HIT_AvwQet,JH_HIT,3488_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:12:34,,,,https://www.dropbox.com/s/l8x9c5qaz25uv5k/3488_school_closed.zip?dl=1,,,,,"https://twitter.com/Jarrell_ISD/status/1239632923294392321 

https://www.kvue.com/article/news/health/coronavirus/central-texas-schools-coronavirus-closed-austin-area/269-4c6be6c5-b3d2-462f-b304-e5eae9d1f6ec 

https://www.grangerisd.net/475817_3 

https://www.hipponation.org/cms/lib/TX02215449/Centricity/ModuleInstance/22673/Closure%20letter%20from%20Superintendent.pdf",
,JH_HIT_MW7FFO,JH_HIT,3488_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:12:34,,,,https://www.dropbox.com/s/l8x9c5qaz25uv5k/3488_school_closed.zip?dl=1,,,,,"https://twitter.com/Jarrell_ISD/status/1239632923294392321 

https://www.kvue.com/article/news/health/coronavirus/central-texas-schools-coronavirus-closed-austin-area/269-4c6be6c5-b3d2-462f-b304-e5eae9d1f6ec 

https://www.grangerisd.net/475817_3 

https://www.hipponation.org/cms/lib/TX02215449/Centricity/ModuleInstance/22673/Closure%20letter%20from%20Superintendent.pdf",
,JH_HIT_I6MsNB,JH_HIT,3489_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:14:04,,,,https://www.dropbox.com/s/tbfpu18chbx9mgh/3489_school_closed.zip?dl=1,,,,,https://www.stockdaleisd.org/vnews/display.v/ART/5e6e2c0680eda ,
,JH_HIT_0jB6an,JH_HIT,3489_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:14:04,,,,https://www.dropbox.com/s/tbfpu18chbx9mgh/3489_school_closed.zip?dl=1,,,,,https://www.stockdaleisd.org/vnews/display.v/ART/5e6e2c0680eda ,
,JH_HIT_eMkiSy,JH_HIT,3491_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:16:26,,,,https://www.dropbox.com/s/00nbnnfjxy1ltz7/3491_school_closed.zip?dl=1,,,,,"https://4.files.edl.io/4b54/03/17/20/230425-d09fa791-d03a-4fc4-bbf3-aa081350ee9c.pdf 
	https://www.facebook.com/LaVerniaISD/photos/a.391715077626387/1921076454690234/?type=3&theater 

https://www.stockdaleisd.org/vnews/display.v/ART/5e6e2c0680eda 
",
,JH_HIT_mRzCSi,JH_HIT,3491_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:16:26,,,,https://www.dropbox.com/s/00nbnnfjxy1ltz7/3491_school_closed.zip?dl=1,,,,,"https://4.files.edl.io/4b54/03/17/20/230425-d09fa791-d03a-4fc4-bbf3-aa081350ee9c.pdf 
	https://www.facebook.com/LaVerniaISD/photos/a.391715077626387/1921076454690234/?type=3&theater 

https://www.stockdaleisd.org/vnews/display.v/ART/5e6e2c0680eda 
",
,JH_HIT_aWT4Rp,JH_HIT,3492_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:18:15,,,,https://www.dropbox.com/s/mfy17vfqbjzfse6/3492_school_closed.zip?dl=1,,,,,"https://www.kermitisd.org/apps/news/article/1192977 

https://4.files.edl.io/78e1/03/14/20/235430-a861162a-21b7-4301-bc9e-0b4a00338881.pdf 
",
,JH_HIT_2cXbko,JH_HIT,3492_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:18:15,,,,https://www.dropbox.com/s/mfy17vfqbjzfse6/3492_school_closed.zip?dl=1,,,,,"https://www.kermitisd.org/apps/news/article/1192977 

https://4.files.edl.io/78e1/03/14/20/235430-a861162a-21b7-4301-bc9e-0b4a00338881.pdf 
",
,JH_HIT_Jo2Cbw,JH_HIT,3495_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:21:30,,,,https://www.dropbox.com/s/jfcbf103x50eslm/3495_school_closed.zip?dl=1,,,,,"https://4.files.edl.io/78e1/03/14/20/235430-a861162a-21b7-4301-bc9e-0b4a00338881.pdf 

https://www.kermitisd.org/apps/news/article/1192977 ",
,JH_HIT_zZKixP,JH_HIT,3495_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:21:30,,,,https://www.dropbox.com/s/jfcbf103x50eslm/3495_school_closed.zip?dl=1,,,,,"https://4.files.edl.io/78e1/03/14/20/235430-a861162a-21b7-4301-bc9e-0b4a00338881.pdf 

https://www.kermitisd.org/apps/news/article/1192977 ",
,JH_HIT_lpIP7K,JH_HIT,3496_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:25:12,,,,https://www.dropbox.com/s/ybhswn6a15pvwmg/3496_school_closed.pdf?dl=1,,,,,https://www.wcmessenger.com/articles/all-wise-county-schools-to-close-until-march-30/,
,JH_HIT_O44UZU,JH_HIT,3496_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:25:12,,,,https://www.dropbox.com/s/ybhswn6a15pvwmg/3496_school_closed.pdf?dl=1,,,,,https://www.wcmessenger.com/articles/all-wise-county-schools-to-close-until-march-30/,
,JH_HIT_XkDn1f,JH_HIT,3497_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:27:35,,,,https://www.dropbox.com/s/y501jzkg6w5fy9n/3497_school_closed.zip?dl=1,,,,,"https://www.winnsboroisd.org/apps/news/article/1190074 

http://www.mineolaisd.net/page/Covid-19

https://www.agisd.com/o/alba-golden/live_feed 

https://www.quitmanisd.net/article/212533?org=quitman-isd

https://www.facebook.com/YantisISD/photos/a.1961387327457368/2484409321821830/?type=3&theater ",
,JH_HIT_Q6xKC6,JH_HIT,3497_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:27:35,,,,https://www.dropbox.com/s/y501jzkg6w5fy9n/3497_school_closed.zip?dl=1,,,,,"https://www.winnsboroisd.org/apps/news/article/1190074 

http://www.mineolaisd.net/page/Covid-19

https://www.agisd.com/o/alba-golden/live_feed 

https://www.quitmanisd.net/article/212533?org=quitman-isd

https://www.facebook.com/YantisISD/photos/a.1961387327457368/2484409321821830/?type=3&theater ",
,JH_HIT_YBPKnw,JH_HIT,3498_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:29:07,,,,https://www.dropbox.com/s/k92w0zytxrppyhv/3498_school_closed.zip?dl=1,,,,,"https://www.winnsboroisd.org/apps/news/article/1190074 

http://www.mineolaisd.net/page/Covid-19

https://www.agisd.com/o/alba-golden/live_feed 

https://www.quitmanisd.net/article/212533?org=quitman-isd

https://www.facebook.com/YantisISD/photos/a.1961387327457368/2484409321821830/?type=3&theater ",
,JH_HIT_E6kJ7g,JH_HIT,3498_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:29:07,,,,https://www.dropbox.com/s/k92w0zytxrppyhv/3498_school_closed.zip?dl=1,,,,,"https://www.winnsboroisd.org/apps/news/article/1190074 

http://www.mineolaisd.net/page/Covid-19

https://www.agisd.com/o/alba-golden/live_feed 

https://www.quitmanisd.net/article/212533?org=quitman-isd

https://www.facebook.com/YantisISD/photos/a.1961387327457368/2484409321821830/?type=3&theater ",
,JH_HIT_P87QfE,JH_HIT,3499_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:31:34,,,,https://www.dropbox.com/s/rryn0xym557z5qp/3499_school_closed.zip?dl=1,,,,,"https://www.facebook.com/DenverCityISD/posts/2848610511898435?__xts__[0]=68.ARAmAOgUp-FPVqOSsS8AMaYz4BDLYSjlfzOYtYpMcEV2q9VaVGJjLZm9LTirZTKZScYDhL16zlvowBgr7bCD7Wij2ZhmJrB5bXp9z6lRO0_E8qPuQTUs5Y0G5LOGmUuVKO3yxB3LDwKvJyCNqZa4J8iDxgLL-9_VUMCl_wQefFDCnTwvJbPLcWgIvxNwL1eQkUH0VQH9CkMsdGe2HgxmrKv4RROnIqIovAx7a5DpwcjZ4GNg9yHI1vG8tyDRDOu8Jt8zxCfisgh2H22Lovvd5re_dfqlbJcNJSwHWqiWKjt0JY-4jINm9vDZPBQyFoW0Jv1lwimAAkWcVYhcKSjunA&__tn__=-R

https://pbs.twimg.com/media/ETCTBFyWAAIlfad?format=jpg&name=small
",
,JH_HIT_14Z7h9,JH_HIT,3499_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:31:34,,,,https://www.dropbox.com/s/rryn0xym557z5qp/3499_school_closed.zip?dl=1,,,,,"https://www.facebook.com/DenverCityISD/posts/2848610511898435?__xts__[0]=68.ARAmAOgUp-FPVqOSsS8AMaYz4BDLYSjlfzOYtYpMcEV2q9VaVGJjLZm9LTirZTKZScYDhL16zlvowBgr7bCD7Wij2ZhmJrB5bXp9z6lRO0_E8qPuQTUs5Y0G5LOGmUuVKO3yxB3LDwKvJyCNqZa4J8iDxgLL-9_VUMCl_wQefFDCnTwvJbPLcWgIvxNwL1eQkUH0VQH9CkMsdGe2HgxmrKv4RROnIqIovAx7a5DpwcjZ4GNg9yHI1vG8tyDRDOu8Jt8zxCfisgh2H22Lovvd5re_dfqlbJcNJSwHWqiWKjt0JY-4jINm9vDZPBQyFoW0Jv1lwimAAkWcVYhcKSjunA&__tn__=-R

https://pbs.twimg.com/media/ETCTBFyWAAIlfad?format=jpg&name=small
",
,JH_HIT_DNjMfE,JH_HIT,3500_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:33:24,,,,https://www.dropbox.com/s/s14cypmppztmd0e/3500_school_closed.zip?dl=1,,,,,"https://www.facebook.com/DenverCityISD/posts/2848610511898435?__xts__[0]=68.ARAmAOgUp-FPVqOSsS8AMaYz4BDLYSjlfzOYtYpMcEV2q9VaVGJjLZm9LTirZTKZScYDhL16zlvowBgr7bCD7Wij2ZhmJrB5bXp9z6lRO0_E8qPuQTUs5Y0G5LOGmUuVKO3yxB3LDwKvJyCNqZa4J8iDxgLL-9_VUMCl_wQefFDCnTwvJbPLcWgIvxNwL1eQkUH0VQH9CkMsdGe2HgxmrKv4RROnIqIovAx7a5DpwcjZ4GNg9yHI1vG8tyDRDOu8Jt8zxCfisgh2H22Lovvd5re_dfqlbJcNJSwHWqiWKjt0JY-4jINm9vDZPBQyFoW0Jv1lwimAAkWcVYhcKSjunA&__tn__=-R

https://pbs.twimg.com/media/ETCTBFyWAAIlfad?format=jpg&name=small",
,JH_HIT_Hiuqvk,JH_HIT,3500_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:33:24,,,,https://www.dropbox.com/s/s14cypmppztmd0e/3500_school_closed.zip?dl=1,,,,,"https://www.facebook.com/DenverCityISD/posts/2848610511898435?__xts__[0]=68.ARAmAOgUp-FPVqOSsS8AMaYz4BDLYSjlfzOYtYpMcEV2q9VaVGJjLZm9LTirZTKZScYDhL16zlvowBgr7bCD7Wij2ZhmJrB5bXp9z6lRO0_E8qPuQTUs5Y0G5LOGmUuVKO3yxB3LDwKvJyCNqZa4J8iDxgLL-9_VUMCl_wQefFDCnTwvJbPLcWgIvxNwL1eQkUH0VQH9CkMsdGe2HgxmrKv4RROnIqIovAx7a5DpwcjZ4GNg9yHI1vG8tyDRDOu8Jt8zxCfisgh2H22Lovvd5re_dfqlbJcNJSwHWqiWKjt0JY-4jINm9vDZPBQyFoW0Jv1lwimAAkWcVYhcKSjunA&__tn__=-R

https://pbs.twimg.com/media/ETCTBFyWAAIlfad?format=jpg&name=small",
,JH_HIT_uxDcFV,JH_HIT,3501_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:35:19,,,,https://www.dropbox.com/s/wfe7ou43hebb1f9/3501_school_closed.zip?dl=1,,,,,"https://www.parentsquare.com/feeds/2677354?token=TgppigV34j_j7axYi7cAyQ

https://www.facebook.com/newcastleisdinfo/posts/2290613157909929?__xts__[0]=68.ARDD8viEQCbAAYX9UG-5vNdxVumsm8ojd4xjJWkKJNwonMId03S7z0MZW-DGy708JN4TScAW2mgikjqrqpV5t5j6sdp9qt3wf4gu9v099exy4xsdeFAHe8mX2kSbOWhmdK1MOfsFzbGvfekgKLKaMjZxPM4EP7mK2uMMRj0HVzWmJbOSMABUdPa1OevVDkaBsF9eNISU8wTG7jwris_pxQzwx5xKunawpdMuWhnOATrC6T3v5721EqQzm3_47o207-9hjMmQoWKq6H25zjCYuR3Htxj0fRq26kqgQk-TeihpAAZXZQwBE01S-cSljrQ0CZ9Fm99mERr3CQ3nS8YVQcbB&__tn__=-R 

https://www.olneyisd.net/vnews/display.v/ART/5e70245f44274",
,JH_HIT_-lrqAb,JH_HIT,3501_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-09 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:35:19,,,,https://www.dropbox.com/s/wfe7ou43hebb1f9/3501_school_closed.zip?dl=1,,,,,"https://www.parentsquare.com/feeds/2677354?token=TgppigV34j_j7axYi7cAyQ

https://www.facebook.com/newcastleisdinfo/posts/2290613157909929?__xts__[0]=68.ARDD8viEQCbAAYX9UG-5vNdxVumsm8ojd4xjJWkKJNwonMId03S7z0MZW-DGy708JN4TScAW2mgikjqrqpV5t5j6sdp9qt3wf4gu9v099exy4xsdeFAHe8mX2kSbOWhmdK1MOfsFzbGvfekgKLKaMjZxPM4EP7mK2uMMRj0HVzWmJbOSMABUdPa1OevVDkaBsF9eNISU8wTG7jwris_pxQzwx5xKunawpdMuWhnOATrC6T3v5721EqQzm3_47o207-9hjMmQoWKq6H25zjCYuR3Htxj0fRq26kqgQk-TeihpAAZXZQwBE01S-cSljrQ0CZ9Fm99mERr3CQ3nS8YVQcbB&__tn__=-R 

https://www.olneyisd.net/vnews/display.v/ART/5e70245f44274",
,JH_HIT_TF1ND5,JH_HIT,3502_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:36:53,,,,https://www.dropbox.com/s/9c1ijq7gym1ve2o/3502_school_closed.zip?dl=1,,,,,"https://www.parentsquare.com/feeds/2677354?token=TgppigV34j_j7axYi7cAyQ

https://www.facebook.com/newcastleisdinfo/posts/2290613157909929?__xts__[0]=68.ARDD8viEQCbAAYX9UG-5vNdxVumsm8ojd4xjJWkKJNwonMId03S7z0MZW-DGy708JN4TScAW2mgikjqrqpV5t5j6sdp9qt3wf4gu9v099exy4xsdeFAHe8mX2kSbOWhmdK1MOfsFzbGvfekgKLKaMjZxPM4EP7mK2uMMRj0HVzWmJbOSMABUdPa1OevVDkaBsF9eNISU8wTG7jwris_pxQzwx5xKunawpdMuWhnOATrC6T3v5721EqQzm3_47o207-9hjMmQoWKq6H25zjCYuR3Htxj0fRq26kqgQk-TeihpAAZXZQwBE01S-cSljrQ0CZ9Fm99mERr3CQ3nS8YVQcbB&__tn__=-R 

https://www.olneyisd.net/vnews/display.v/ART/5e70245f44274",
,JH_HIT_k3VNwB,JH_HIT,3502_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:36:53,,,,https://www.dropbox.com/s/9c1ijq7gym1ve2o/3502_school_closed.zip?dl=1,,,,,"https://www.parentsquare.com/feeds/2677354?token=TgppigV34j_j7axYi7cAyQ

https://www.facebook.com/newcastleisdinfo/posts/2290613157909929?__xts__[0]=68.ARDD8viEQCbAAYX9UG-5vNdxVumsm8ojd4xjJWkKJNwonMId03S7z0MZW-DGy708JN4TScAW2mgikjqrqpV5t5j6sdp9qt3wf4gu9v099exy4xsdeFAHe8mX2kSbOWhmdK1MOfsFzbGvfekgKLKaMjZxPM4EP7mK2uMMRj0HVzWmJbOSMABUdPa1OevVDkaBsF9eNISU8wTG7jwris_pxQzwx5xKunawpdMuWhnOATrC6T3v5721EqQzm3_47o207-9hjMmQoWKq6H25zjCYuR3Htxj0fRq26kqgQk-TeihpAAZXZQwBE01S-cSljrQ0CZ9Fm99mERr3CQ3nS8YVQcbB&__tn__=-R 

https://www.olneyisd.net/vnews/display.v/ART/5e70245f44274",
,JH_HIT_DefhIA,JH_HIT,3503_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:38:46,,,,https://www.dropbox.com/s/rcmy06xkyaqt65j/3503_school_closed.pdf?dl=1,,,,,https://4.files.edl.io/3249/03/17/20/190252-29159db8-d2b9-4f85-8398-52e04fd055a0.pdf ,
,JH_HIT_SC9C-Q,JH_HIT,3503_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:38:46,,,,https://www.dropbox.com/s/rcmy06xkyaqt65j/3503_school_closed.pdf?dl=1,,,,,https://4.files.edl.io/3249/03/17/20/190252-29159db8-d2b9-4f85-8398-52e04fd055a0.pdf ,
,JH_HIT_HYpovM,JH_HIT,3504_primary_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 14:40:17,,,,https://www.dropbox.com/s/ugzu6bu78tlrcfd/3504_school_closed.pdf?dl=1,,,,,,
,JH_HIT_01Uqb3,JH_HIT,3504_sec_school,,,AMRO,united states of america,USA,840,state,Texas,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,https://www.facebook.com/permalink.php?storyfbid882605692204754&id100013659931969 ,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 14:40:17,,,,https://www.dropbox.com/s/ugzu6bu78tlrcfd/3504_school_closed.pdf?dl=1,,,,,,
,JH_HIT_rWU4lb,JH_HIT,3510_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 18:06:38,,,,https://www.dropbox.com/s/09my74k5xtd5hje/3510_school_closed.pdf?dl=1,,,,,https://www.heraldbulletin.com/news/coronavirus/covid--concerns-close-madison-county-schools-for-three-weeks/article_0971c5f8-6543-11ea-9675-d3de36178666.html,
,JH_HIT_xw0Npi,JH_HIT,3510_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 18:06:38,,,,https://www.dropbox.com/s/09my74k5xtd5hje/3510_school_closed.pdf?dl=1,,,,,https://www.heraldbulletin.com/news/coronavirus/covid--concerns-close-madison-county-schools-for-three-weeks/article_0971c5f8-6543-11ea-9675-d3de36178666.html,
,JH_HIT_WYXG2w,JH_HIT,3514_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 19:49:41,,,,https://www.dropbox.com/s/55ya73jzd4salo6/3514_school_closed.zip?dl=1,,,,,"•	https://www.wkbw.com/news/national/coronavirus/genesee-county-declares-state-of-emergency-schools-closed-to-students

•	https://www.monroecounty.gov/File/2020-03-14%20School%20Closings.pdf",
,JH_HIT_BwvJCS,JH_HIT,3514_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 19:49:41,,,,https://www.dropbox.com/s/55ya73jzd4salo6/3514_school_closed.zip?dl=1,,,,,"•	https://www.wkbw.com/news/national/coronavirus/genesee-county-declares-state-of-emergency-schools-closed-to-students

•	https://www.monroecounty.gov/File/2020-03-14%20School%20Closings.pdf",
,JH_HIT_7x0lyh,JH_HIT,3515_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 19:52:57,,,,https://www.dropbox.com/s/s9pdgedqr2heeus/3515_school_closed.zip?dl=1,,,,,"o	https://www.facebook.com/AmsterdamSchools/posts/2767159996712458

o	https://www.canajoharieschools.org/canajoharie-csd-classes-canceled-through-march-31/",
,JH_HIT_U8vBAf,JH_HIT,3515_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 19:52:57,,,,https://www.dropbox.com/s/s9pdgedqr2heeus/3515_school_closed.zip?dl=1,,,,,"o	https://www.facebook.com/AmsterdamSchools/posts/2767159996712458

o	https://www.canajoharieschools.org/canajoharie-csd-classes-canceled-through-march-31/",
,JH_HIT_sIoSqf,JH_HIT,3516_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 19:55:16,,,,https://www.dropbox.com/s/0ozrdkyoqwt3a8h/3516_school_closed.zip?dl=1,,,,,•	https://www.nbcnewyork.com/news/coronavirus/nyc-school-debate-continues-amid-coronavirus-pandemic-four-related-deaths-in-ny-nj/2327269/,
,JH_HIT_86Qqxq,JH_HIT,3516_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 19:55:16,,,,https://www.dropbox.com/s/0ozrdkyoqwt3a8h/3516_school_closed.zip?dl=1,,,,,•	https://www.nbcnewyork.com/news/coronavirus/nyc-school-debate-continues-amid-coronavirus-pandemic-four-related-deaths-in-ny-nj/2327269/,
,JH_HIT_xeTh4D,JH_HIT,3517_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 19:58:19,,,,https://www.dropbox.com/s/h2gahpw4gukzh3u/3517_school_closed.pdf?dl=1,,,,,•	https://time.com/5819519/new-york-city-public-schools-closed-coronavirus/,
