dataset,prov_category,prov_subcategory,prov_measure,who_code,who_category,who_subcategory,who_measure,non_compliance,who_targeted
Vienna,Travel restriction,Airport restriction,Denial entry of foreigners and OIC card holders,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Airport restriction,"Denial entry of travellers from ""high-risk"" countries other than China",5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Airport restriction,Denial entry of travellers from China,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airport restriction,Denial entry of travellers from high risk areas other than China,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Airport restriction,Denial entry of travellers from Wuhan,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Airport restriction,Denial entry of Wuhan residents,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Airport restriction,No boarding from Taiwan,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Airport restriction,No direct filghts to high-risk areas,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airport restriction,Specific health channel for travellers from high rish areas,5.5,International travel measures,,Entry screening and isolation or quarantine,,
Vienna,Travel restriction,Airport restriction,Specific health channel for travellers from high risk areas,5.5,International travel measures,,Entry screening and isolation or quarantine,,
Vienna,Travel restriction,Airport restriction,Transiting Taiwan by air not allowed,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Airport restriction,with Italy,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Airport restriction,,4.5.4,Social and physical distancing measures,Domestic travel ,Closing internal land borders,,
Vienna,Travel restriction,Airports closing for all international flights,Airports closing for all flights with China,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airports closing for all international flights,Except for Humanitarian and Medical Transport,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airports closing for all international flights,Flights cutdown,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airports closing for all international flights,France and Germany,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airports closing for all international flights,from Northern Italy,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airports closing for all international flights,from Northern Italy and Israel,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airports closing for all international flights,"Italy, France, Spain,  Germany, Austria, Belgium, Switzerland, UK, Netherlands, Turkey",5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airports closing for all international flights,"Italy, France, Spain, Germany, Austria, Belgium, Switzerland, UK, Netherlands, Turkey",5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airports closing for all international flights,,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airports closing for domestic flights,Between Rio de Janeiro and Sao Paulo,4.5.4,Social and physical distancing measures,Domestic travel ,Closing internal land borders,,
Vienna,Travel restriction,Airports closing for domestic flights,Toal,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airports closing for domestic flights,,4.5.4,Social and physical distancing measures,Domestic travel ,Closing internal land borders,,
Vienna,Travel restriction,Border restriction,Border closed,5,International travel measures,,,,
Vienna,Travel restriction,Border restriction,Border closed,5,International travel measures,,,,
Vienna,Travel restriction,Border restriction,Border control,5,International travel measures,,,,
Vienna,Travel restriction,Border restriction,Border control extended,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Border restriction,Border controls,5,International travel measures,,,,
Vienna,Travel restriction,Border restriction,Borders closed,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Border restriction,Borders closed except Brunei and Kalimantan,5,International travel measures,,,,
Vienna,Travel restriction,Border restriction,Borders closed for goods coming from high-risk areas,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Border restriction,Borders closed for non-citizens coming from high-risk areas other than China,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Border restriction,Borders closed for non-citizens from high-risk areas other than China,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Border restriction,Borders closed for people from China,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Border restriction,Borders closed for people from high-risk areas other than China,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Border restriction,Borders closed for people from outside Europe,5.4,International travel measures,,Restricting exit,,
Vienna,Travel restriction,Border restriction,Borders closed for people from Wuhan and Hubei,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Border restriction,Borders closed for people with travel history to China,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Border restriction,Borders closed for travellers but open for food supply,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Border restriction,Borders closed for travellers but open for transport of goods,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Border restriction,Borders closed to all non-citizens,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Border restriction,Borders closed to all non-citizens and non-permanent residents,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Border restriction,Borders closed to refugees,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Border restriction,Borders closed with China,5,International travel measures,,,,
Vienna,Travel restriction,Border restriction,Brunei and Kalimantan borders stay open,5,International travel measures,,,,
Vienna,Travel restriction,Border restriction,Close border to prevent virus spread,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Border restriction,Denial entry of infected persons,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Border restriction,Denial entry of travellers from high risk areas other than China,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Border restriction,Italy,4.5.4,Social and physical distancing measures,Domestic travel ,Closing internal land borders,,
Vienna,Travel restriction,Border restriction,Land border,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Border restriction,Land borders closed,5,International travel measures,,,,
Vienna,Travel restriction,Border restriction,"Maritime, Airport borders",5,International travel measures,,,,
Vienna,Travel restriction,Border restriction,Strenghten the restriction,4.5.4,Social and physical distancing measures,Domestic travel ,Closing internal land borders,,
Vienna,Travel restriction,Border restriction,with Italy,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Border restriction,,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Cancellation of international flights,Also national,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,Flights to China,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,Nanjing and Beijing,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,Northern Italy,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,Partial,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,partial,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,Partial or total,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,To and from Italy,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,To Italy,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,Toal,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,Total,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international flights,,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cancellation of international ship transportation of passengers,Partial,5.8,International travel measures,,Suspending or restricting international ferries or ships,,
Vienna,Travel restriction,Commercial flights suspended,To and from Spain,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Cordon sanitaire,10 regions,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,Cordon sanitaire,2 neighborhoods,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Cordon sanitaire,2 regions,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,Cordon sanitaire,2 villages,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,Cordon sanitaire,75 disctricts,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Cordon sanitaire,82 districts in 22 states and Union Territories,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Cordon sanitaire,More than one city,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Cordon sanitaire,More than one region,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Cordon sanitaire,One city,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Cordon sanitaire,One hotel,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Cordon sanitaire,One municipality,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Cordon sanitaire,One Province,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,Cordon sanitaire,One region,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Cordon sanitaire,ONe state,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,Cordon sanitaire,Sao Paulo,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,Denial entry of travellers from China,Complete,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Denial entry of travellers from China,,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Denial entry to boats with more than 100 passengers,All,5.8,International travel measures,,Suspending or restricting international ferries or ships,,
Vienna,Travel restriction,Denial entry to boats with more than 100 passengers,All international cruise ships,5.8,International travel measures,,Suspending or restricting international ferries or ships,,
Vienna,Travel restriction,Denial entry to boats with more than 100 passengers,Cruise ships,5.8,International travel measures,,Suspending or restricting international ferries or ships,,
Vienna,Travel restriction,Denial entry to boats with more than 100 passengers,other than taiwan and china,5.8,International travel measures,,Suspending or restricting international ferries or ships,,
Vienna,Travel restriction,Denial entry to boats with more than 100 passengers,Sea connections to The Balearic Islands cease,5.8,International travel measures,,Suspending or restricting international ferries or ships,,
Vienna,Travel restriction,Denial entry to boats with more than 100 passengers,"With history of travel to China, Hong Kong, or Macau",5.8,International travel measures,,Suspending or restricting international ferries or ships,,
Vienna,Travel restriction,Denial entry to boats with more than 100 passengers,With suspected cases or from China,5.8,International travel measures,,Suspending or restricting international ferries or ships,,
Vienna,Travel restriction,Denial entry to boats with more than 100 passengers,,5.8,International travel measures,,Suspending or restricting international ferries or ships,,
Vienna,Travel restriction,Deportation of Chinese nationals,,10,Not of interest,Not of interest,Not of interest,,
Vienna,Travel restriction,Individual movement restrictions,Ban on sports activities between 10am-7pm,4.5,Social and physical distancing measures,Domestic travel ,,,
Vienna,Travel restriction,Individual movement restrictions,buffer 1km around home,4.5,Social and physical distancing measures,Domestic travel ,,,
Vienna,Travel restriction,Individual movement restrictions,Curfew,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,Individual movement restrictions,Curfew Extended,4.5,Social and physical distancing measures,Domestic travel ,,,
Vienna,Travel restriction,Individual movement restrictions,Extended,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,Individual movement restrictions,No movements allowed before and during holidays,4.5,Social and physical distancing measures,Domestic travel ,,,
Vienna,Travel restriction,Individual movement restrictions,Non-essential movements forbidden,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,Individual movement restrictions,Non-essential travel forbidden,4.5,Social and physical distancing measures,Domestic travel ,,,
Vienna,Travel restriction,Individual movement restrictions,Prohibition of moving out the municipality of residence,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Individual movement restrictions,restrictions on freedom of movement on the islands,4.5,Social and physical distancing measures,Domestic travel ,,,
Vienna,Travel restriction,Individual movement restrictions,Segmenting of population,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Individual movement restrictions,,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,National lockdown,Extension,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,National lockdown,For 2 weeks,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,National lockdown,for 21 days,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,National lockdown,Time extension,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,National lockdown,,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Travel restriction,Non-essential travels forbidden,For armed police forces,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Non-essential travels forbidden,High-risk areas,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Non-essential travels forbidden,Interstate travels forbidden,4.5.4,Social and physical distancing measures,Domestic travel ,Closing internal land borders,,
Vienna,Travel restriction,Non-essential travels forbidden,To and from Austria,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Non-essential travels forbidden,,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Outgoing domestic travel ban,Restricted domestic flights,4.5.4,Social and physical distancing measures,Domestic travel ,Closing internal land borders,,
Vienna,Travel restriction,Outgoing oversea travel ban,European Union agrees temporary restriction on travel,5.8,International travel measures,,Suspending or restricting international ferries or ships,,
Vienna,Travel restriction,Outgoing oversea travel ban,,5.4,International travel measures,,Restricting exit,,
Vienna,Travel restriction,Partial cancellation of international flights,Flights to China,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Partial cancellation of international flights,High risk areas,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Partial cancellation of international flights,Passenger Flights Italy-Romania suspended,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Partial cancellation of international flights,"Suspended Wizz Air Route Cluj-Bergamo, Cluj-Treviso",5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Partial cancellation of international flights,,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Restriction of freight transport,From high-risk areas,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Stop public transports,"cable cars, funiculars",4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Stop public transports,Intercities,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Stop public transports,Intercity busses and trains,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Stop public transports,interprovincial,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Stop public transports,Inter-urban transport,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Stop public transports,Partial,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Stop public transports,,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Train transport restrictions,Close down train service and visitors from high risk place,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Train transport restrictions,Only people with reservations allowed in intercity trains,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Train transport restrictions,Reduction in service,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Train transport restrictions,with Italy,5.9,International travel measures,,Closing international land borders,,
Vienna,Travel restriction,Train transport restrictions,,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Travel restriction,Travel restriction to high-risk areas,Cancellation of international flights,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Travel restriction to high-risk areas,China,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Travel restriction to high-risk areas,"China, Korea, Iran, Italy, Spain, Austria, Germany, Switzerland, Sweden, Norway, Belgium, United Kingdom, Denmark, France",5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Travel restriction to high-risk areas,High risk areas,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Travel restriction to high-risk areas,Hong Kong and Macau,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Travel restriction to high-risk areas,Italy,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Travel restriction to high-risk areas,"No direct flights to South Korea, Iran and Northern Italy",5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Travel restriction to high-risk areas,,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
